,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
9877,Fawkner,16 Wurruk St,3,h,650000.0,VB,Stockdale,24/06/2017,13.1,3060.0,3.0,1.0,4.0,616.0,94.0,1960.0,Moreland,-37.71245,144.97059,Northern Metropolitan,5070.0
9878,Fitzroy,7/43 Argyle St,2,u,700000.0,VB,Nelson,24/06/2017,2.1,3065.0,2.0,1.0,1.0,470.0,65.0,2007.0,Yarra,-37.79723,144.97686000000004,Northern Metropolitan,5825.0
9879,Fitzroy North,59 Batman St,2,h,1275000.0,SP,Nelson,24/06/2017,3.6,3068.0,2.0,1.0,0.0,153.0,,,Yarra,-37.78327,144.9791,Northern Metropolitan,6244.0
9880,Fitzroy North,99 Newry St,2,h,1680000.0,S,Nelson,24/06/2017,3.6,3068.0,2.0,1.0,1.0,185.0,,,Yarra,-37.7907,144.98163,Northern Metropolitan,6244.0
9881,Flemington,139 Victoria St,4,h,1340000.0,SP,Nelson,24/06/2017,3.4,3031.0,4.0,2.0,1.0,302.0,,1928.0,Moonee Valley,-37.7845,144.93582,Northern Metropolitan,3593.0
9893,Glenroy,44 Lytton St,4,h,1100000.0,SP,Alexkarbon,24/06/2017,11.2,3046.0,4.0,2.0,2.0,1017.0,,,Moreland,-37.70705,144.91011,Northern Metropolitan,8870.0
9894,Glenroy,1/8 York St,3,h,512000.0,S,Stockdale,24/06/2017,11.2,3046.0,3.0,1.0,2.0,197.0,96.0,2003.0,Moreland,-37.70489,144.91033000000004,Northern Metropolitan,8870.0
9896,Greensborough,4 Alexandra St,5,h,1050000.0,VB,Morrison,24/06/2017,16.1,3088.0,5.0,3.0,3.0,616.0,,1960.0,Banyule,-37.70557,145.10859,Northern Metropolitan,8524.0
9897,Greensborough,67 Alexandra St,3,h,1326000.0,S,Nelson,24/06/2017,16.1,3088.0,3.0,1.0,2.0,1020.0,,,Banyule,-37.70821,145.10405,Northern Metropolitan,8524.0
9898,Greensborough,15 Carnon St,3,h,895000.0,S,Morrison,24/06/2017,16.1,3088.0,3.0,2.0,2.0,1036.0,132.0,1954.0,Banyule,-37.69538,145.11543,Northern Metropolitan,8524.0
9899,Greensborough,17 Nokuna Ct,3,h,730000.0,S,Morrison,24/06/2017,16.1,3088.0,3.0,2.0,2.0,563.0,,,Nillumbik,-37.68995,145.09399,Northern Metropolitan,8524.0
9900,Greensborough,3 Perrumba St,5,h,880000.0,VB,Barry,24/06/2017,16.1,3088.0,4.0,3.0,2.0,789.0,290.0,1980.0,Banyule,-37.69817000000001,145.12852,Northern Metropolitan,8524.0
9901,Greensborough,22 Yangoora Pl,4,h,925000.0,SP,Nelson,24/06/2017,16.1,3088.0,4.0,2.0,2.0,1070.0,190.0,1980.0,Banyule,-37.69999,145.1279,Northern Metropolitan,8524.0
9902,Greenvale,13 Ambleside Rd,3,h,770000.0,PI,YPA,24/06/2017,20.4,3059.0,3.0,2.0,2.0,775.0,,,Hume,-37.64385,144.89221,Northern Metropolitan,4864.0
9903,Greenvale,5 Barmah Gra,4,h,715000.0,S,YPA,24/06/2017,20.4,3059.0,4.0,2.0,2.0,680.0,230.0,2011.0,Hume,-37.612359999999995,144.90753,Northern Metropolitan,4864.0
9904,Greenvale,21 Destination Dr,4,h,840500.0,S,YPA,24/06/2017,20.4,3059.0,4.0,2.0,2.0,494.0,298.21,2014.0,Hume,-37.61424,144.88705,Northern Metropolitan,4864.0
9905,Greenvale,29 Piccadilly Ct,4,h,810000.0,SP,Jason,24/06/2017,20.4,3059.0,4.0,2.0,3.0,990.0,,,Hume,-37.6579,144.90523000000005,Northern Metropolitan,4864.0
9929,Jacana,50 Emu Pde,3,h,556000.0,S,YPA,24/06/2017,14.0,3047.0,3.0,1.0,1.0,627.0,,,Hume,-37.68861,144.91065,Northern Metropolitan,851.0
9933,Kensington,91A Bayswater Rd,3,h,1250000.0,S,Nelson,24/06/2017,3.4,3031.0,3.0,1.0,2.0,340.0,,,Melbourne,-37.79436,144.92158,Northern Metropolitan,5263.0
9934,Kensington,310/71 Henry St,1,u,395000.0,SP,Edward,24/06/2017,3.4,3031.0,1.0,1.0,1.0,2592.0,,,Melbourne,-37.79609,144.92608,Northern Metropolitan,5263.0
9935,Kensington,11 McCracken St,2,h,840500.0,S,Rendina,24/06/2017,3.4,3031.0,2.0,1.0,0.0,107.0,,,Melbourne,-37.79025,144.92798,Northern Metropolitan,5263.0
9941,Lalor,59 David St,3,h,705500.0,S,Harcourts,24/06/2017,16.3,3075.0,3.0,1.0,4.0,670.0,,,Whittlesea,-37.67328,145.02918,Northern Metropolitan,8279.0
9942,Lalor,78 French St,2,h,685000.0,S,Love,24/06/2017,16.3,3075.0,2.0,1.0,2.0,766.0,,,Whittlesea,-37.66986,145.02048,Northern Metropolitan,8279.0
9943,Lalor,1 Howell St,3,h,560000.0,S,Harcourts,24/06/2017,16.3,3075.0,3.0,1.0,1.0,364.0,165.0,1985.0,Whittlesea,-37.67122,145.01487,Northern Metropolitan,8279.0
9944,Lalor,1/11 Maxwell St,2,h,511500.0,SP,Harcourts,24/06/2017,16.3,3075.0,2.0,1.0,2.0,416.0,93.0,1960.0,Whittlesea,-37.67096,145.02445,Northern Metropolitan,8279.0
9951,Meadow Heights,2 Navarre Ct,3,h,467000.0,S,Raine,24/06/2017,17.4,3048.0,3.0,1.0,1.0,565.0,98.0,1975.0,Hume,-37.65702,144.92446999999999,Northern Metropolitan,4704.0
9955,Mill Park,10 Apsley Ct,4,h,625000.0,S,Ray,24/06/2017,17.9,3082.0,4.0,2.0,2.0,628.0,,,Whittlesea,-37.67647,145.06452,Northern Metropolitan,10529.0
9956,Mill Park,2/7 Bradley Dr,2,h,428000.0,S,Ray,24/06/2017,17.9,3082.0,2.0,1.0,1.0,389.0,104.0,2005.0,Whittlesea,-37.65623,145.07431,Northern Metropolitan,10529.0
9957,Mill Park,31 Development Bvd,4,h,722500.0,S,Ray,24/06/2017,17.9,3082.0,4.0,2.0,2.0,643.0,169.5,2001.0,Whittlesea,-37.65959,145.08302,Northern Metropolitan,10529.0
9958,Mill Park,1/6 Patmore Ct,2,h,421000.0,S,Ray,24/06/2017,17.9,3082.0,2.0,1.0,1.0,257.0,83.0,1985.0,Whittlesea,-37.65636,145.03996999999995,Northern Metropolitan,10529.0
9984,North Melbourne,106/25 Oxford St,2,u,570000.0,VB,Alexkarbon,24/06/2017,1.8,3051.0,2.0,2.0,1.0,1223.0,81.0,2011.0,Melbourne,-37.8006,144.95418999999995,Northern Metropolitan,6821.0
9985,North Melbourne,2/7 Oxford St,2,u,850000.0,VB,W.B.,24/06/2017,1.8,3051.0,2.0,3.0,1.0,1223.0,,,Melbourne,-37.8006,144.95418999999995,Northern Metropolitan,6821.0
9987,Northcote,114 Beavers Rd,3,h,1000000.0,VB,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,1.0,188.0,,,Darebin,-37.76592,144.99265,Northern Metropolitan,11364.0
9988,Northcote,128 Charles St,3,h,1240000.0,S,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,1.0,247.0,,,Darebin,-37.77747,144.99587,Northern Metropolitan,11364.0
9989,Northcote,78 Jenkins St,3,h,1590000.0,S,Jellis,24/06/2017,5.3,3070.0,3.0,1.0,1.0,563.0,,,Darebin,-37.765570000000004,145.01051999999999,Northern Metropolitan,11364.0
9990,Northcote,23 Leonard St,3,h,1275000.0,VB,Jellis,24/06/2017,5.3,3070.0,3.0,1.0,0.0,245.0,,,Darebin,-37.78167,145.01316,Northern Metropolitan,11364.0
9991,Northcote,22 Waterloo Rd,3,h,1350000.0,VB,Nelson,24/06/2017,5.3,3070.0,3.0,1.0,0.0,271.0,,1910.0,Darebin,-37.7754,145.00229,Northern Metropolitan,11364.0
9993,Oak Park,4 Barina Rd,3,h,821000.0,S,Stockdale,24/06/2017,11.2,3046.0,3.0,1.0,1.0,656.0,,,Moreland,-37.71467,144.92304,Northern Metropolitan,2651.0
9994,Oak Park,79 New Rd,4,h,1071888.0,SP,Rendina,24/06/2017,11.2,3046.0,4.0,2.0,4.0,553.0,190.0,2001.0,Moreland,-37.71328,144.90585,Northern Metropolitan,2651.0
9995,Oak Park,3/13 Sylvester St,2,t,560000.0,SP,Eview,24/06/2017,11.2,3046.0,2.0,1.0,1.0,132.0,73.0,2014.0,Moreland,-37.72048,144.91323,Northern Metropolitan,2651.0
10006,Pascoe Vale,44 Arndt Rd,3,h,955000.0,S,Raine,24/06/2017,8.5,3044.0,3.0,1.0,4.0,645.0,,,Moreland,-37.72029000000001,144.92896000000005,Northern Metropolitan,7485.0
10007,Pascoe Vale,49 Kent Rd,2,h,860000.0,SP,Nelson,24/06/2017,8.5,3044.0,2.0,1.0,4.0,609.0,,,Moreland,-37.720909999999996,144.94601,Northern Metropolitan,7485.0
10008,Pascoe Vale,12 Shanley St,2,h,740000.0,S,Brad,24/06/2017,8.5,3044.0,2.0,1.0,1.0,487.0,88.0,1940.0,Moreland,-37.71949,144.94283000000001,Northern Metropolitan,7485.0
10013,Preston,21 Edwin St,3,h,1242000.0,S,McGrath,24/06/2017,8.4,3072.0,3.0,2.0,3.0,468.0,135.5,1940.0,Darebin,-37.75335,145.01641999999995,Northern Metropolitan,14577.0
10014,Preston,186 Gilbert Rd,2,h,1365000.0,S,RW,24/06/2017,8.4,3072.0,2.0,1.0,2.0,525.0,,,Darebin,-37.744409999999995,144.98928,Northern Metropolitan,14577.0
10015,Preston,1/40 Grandview Rd,3,u,691000.0,S,Miles,24/06/2017,8.4,3072.0,3.0,1.0,1.0,170.0,,,Darebin,-37.736979999999996,144.98686,Northern Metropolitan,14577.0
10016,Preston,10 Ivy St,2,t,660000.0,PI,Jellis,24/06/2017,8.4,3072.0,2.0,2.0,1.0,70.0,,1940.0,Darebin,-37.74645,144.98888,Northern Metropolitan,14577.0
10017,Preston,72d Oakover Rd,3,t,875000.0,S,Harcourts,24/06/2017,8.4,3072.0,3.0,2.0,2.0,214.0,,,Darebin,-37.74886,144.99225,Northern Metropolitan,14577.0
10018,Preston,173 Raglan St,5,h,1350000.0,S,RW,24/06/2017,8.4,3072.0,5.0,3.0,4.0,525.0,266.76,2014.0,Darebin,-37.750170000000004,145.01203999999996,Northern Metropolitan,14577.0
10019,Preston,6 The Mews,3,h,1020000.0,VB,Nelson,24/06/2017,8.4,3072.0,3.0,3.0,2.0,158.0,159.0,2008.0,Darebin,-37.75026,144.98428,Northern Metropolitan,14577.0
10020,Reservoir,1 Balfour St,3,h,630000.0,S,Woodards,24/06/2017,12.0,3073.0,3.0,1.0,2.0,0.0,,,Darebin,-37.69528,145.00523,Northern Metropolitan,21650.0
10021,Reservoir,29 Byfield St,3,h,877500.0,S,Nelson,24/06/2017,12.0,3073.0,3.0,1.0,1.0,598.0,,,Darebin,-37.71394,145.00387,Northern Metropolitan,21650.0
10022,Reservoir,69 Chauvel St,5,h,912000.0,S,Ray,24/06/2017,12.0,3073.0,5.0,3.0,4.0,890.0,203.0,1960.0,Darebin,-37.70295,145.00277,Northern Metropolitan,21650.0
10023,Reservoir,9 Kelverne St,3,h,685000.0,S,Nelson,24/06/2017,12.0,3073.0,3.0,1.0,3.0,494.0,102.0,1960.0,Darebin,-37.71477,144.98235,Northern Metropolitan,21650.0
10024,Reservoir,1/31 Kenilworth St,1,u,270000.0,PI,Stockdale,24/06/2017,12.0,3073.0,1.0,1.0,1.0,0.0,60.0,1980.0,Darebin,-37.714079999999996,145.00441,Northern Metropolitan,21650.0
10025,Reservoir,13 McColl St,3,h,911000.0,S,Harcourts,24/06/2017,12.0,3073.0,3.0,1.0,4.0,601.0,,1950.0,Darebin,-37.72943,145.01904,Northern Metropolitan,21650.0
10026,Reservoir,4/43 St Vigeons Rd,1,u,365000.0,SP,Ray,24/06/2017,12.0,3073.0,1.0,1.0,1.0,113.0,,,Darebin,-37.70717,145.02643,Northern Metropolitan,21650.0
10027,Reservoir,1/65 Thackeray Rd,2,u,470000.0,VB,RW,24/06/2017,12.0,3073.0,2.0,1.0,1.0,73.0,,,Darebin,-37.72128,145.00995,Northern Metropolitan,21650.0
10028,Richmond,7/129 Hoddle St,2,u,890500.0,SP,Biggin,24/06/2017,2.4,3121.0,2.0,2.0,2.0,180.0,123.0,1940.0,Yarra,-37.81443,144.99079,Northern Metropolitan,14949.0
10029,Richmond,15/104 Rowena Pde,1,u,355000.0,SP,Biggin,24/06/2017,2.4,3121.0,1.0,1.0,0.0,1082.0,,1970.0,Yarra,-37.8211,144.99549,Northern Metropolitan,14949.0
10030,Richmond,15 The Crofts,3,h,1300000.0,VB,Jellis,24/06/2017,2.4,3121.0,3.0,1.0,0.0,200.0,,,Yarra,-37.8196,144.99101000000005,Northern Metropolitan,14949.0
10031,Richmond,4/12 Woodlawn St,2,u,717000.0,S,Nelson,24/06/2017,2.4,3121.0,2.0,1.0,0.0,316.0,,,Yarra,-37.82295,144.99146000000005,Northern Metropolitan,14949.0
10032,Richmond,18 Yorkshire St,3,h,1530000.0,S,Marshall,24/06/2017,2.4,3121.0,3.0,1.0,2.0,187.0,,1900.0,Yarra,-37.83199000000001,144.99909,Northern Metropolitan,14949.0
10067,Thomastown,15 Charlton Pl,3,h,632500.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,536.0,,,Whittlesea,-37.67669,144.99197,Northern Metropolitan,7955.0
10068,Thomastown,2/4 Currajong St,3,u,460000.0,S,Love,24/06/2017,15.3,3074.0,3.0,1.0,1.0,340.0,,1980.0,Whittlesea,-37.67803,145.01769,Northern Metropolitan,7955.0
10069,Thomastown,18 Darebin Dr,3,h,651000.0,S,Harcourts,24/06/2017,15.3,3074.0,3.0,1.0,2.0,555.0,135.0,1970.0,Whittlesea,-37.682109999999994,145.03204,Northern Metropolitan,7955.0
10070,Thomastown,52 The Boulevard,3,h,831000.0,S,Barry,24/06/2017,15.3,3074.0,3.0,1.0,2.0,651.0,,1950.0,Whittlesea,-37.67856,145.01728,Northern Metropolitan,7955.0
10071,Thornbury,19 Alston St,3,h,1250000.0,PI,Jellis,24/06/2017,7.0,3071.0,3.0,1.0,2.0,695.0,133.0,1960.0,Darebin,-37.75506,145.01841000000005,Northern Metropolitan,8870.0
10072,Thornbury,243 Darebin Rd,2,h,1460000.0,S,Nelson,24/06/2017,7.0,3071.0,2.0,1.0,2.0,508.0,,,Darebin,-37.764990000000004,145.01723,Northern Metropolitan,8870.0
10073,Thornbury,29 Speight St,2,h,1000000.0,PI,Nelson,24/06/2017,7.0,3071.0,2.0,1.0,2.0,443.0,,,Darebin,-37.762190000000004,145.00968,Northern Metropolitan,8870.0
10074,Thornbury,3 Tharratt St,3,h,1420000.0,S,Ray,24/06/2017,7.0,3071.0,3.0,1.0,2.0,438.0,,,Darebin,-37.75375,145.00846,Northern Metropolitan,8870.0
10086,Watsonia North,57 Sellars St,4,h,800000.0,SP,Buckingham,24/06/2017,14.5,3087.0,4.0,2.0,3.0,777.0,,,Banyule,-37.698370000000004,145.08992,Northern Metropolitan,1442.0
10088,West Melbourne,148 Adderley St,3,h,1370000.0,S,Jellis,24/06/2017,3.1,3003.0,3.0,1.0,0.0,121.0,,,Melbourne,-37.80973,144.9472,Northern Metropolitan,2230.0
10092,Yallambie,3 Sirius Ct,3,h,852000.0,S,Barry,24/06/2017,12.7,3085.0,3.0,2.0,2.0,629.0,139.4,1990.0,Banyule,-37.730579999999996,145.08705,Northern Metropolitan,1369.0
10093,Abbotsford,1/43 Abbotsford St,2,u,505000.0,PI,Nelson,27/05/2017,3.0,3067.0,2.0,1.0,1.0,0.0,38.0,1970.0,Yarra,-37.80206,145.00015,Northern Metropolitan,4019.0
10094,Abbotsford,67 Yarra St,3,h,1402500.0,S,Jellis,27/05/2017,3.0,3067.0,3.0,1.0,1.0,270.0,101.0,1960.0,Yarra,-37.8023,144.99615,Northern Metropolitan,4019.0
10152,Broadmeadows,87 Academy Dr,3,h,505000.0,SP,YPA,27/05/2017,14.0,3047.0,3.0,1.0,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294.0
10154,Brunswick,13 Blair St,2,h,860000.0,PI,Walshe,27/05/2017,5.2,3056.0,2.0,1.0,1.0,245.0,106.0,1890.0,Moreland,-37.77111,144.96427,Northern Metropolitan,11918.0
10155,Brunswick,141 Edward St,3,h,1505000.0,S,Jellis,27/05/2017,5.2,3056.0,3.0,1.0,1.0,349.0,,,Moreland,-37.7744,144.96753,Northern Metropolitan,11918.0
10156,Brunswick,142 Edward St,3,h,1700000.0,VB,Nelson,27/05/2017,5.2,3056.0,3.0,2.0,0.0,200.0,,,Moreland,-37.77494,144.9697,Northern Metropolitan,11918.0
10157,Brunswick,106 Evans St,3,h,1280000.0,S,Ray,27/05/2017,5.2,3056.0,3.0,1.0,1.0,439.0,,,Moreland,-37.77047,144.97005,Northern Metropolitan,11918.0
10158,Brunswick,404/9 Florence St,2,u,755000.0,SP,Jellis,27/05/2017,5.2,3056.0,2.0,1.0,0.0,0.0,,,Moreland,-37.76162,144.9608,Northern Metropolitan,11918.0
10159,Brunswick,11 Heller St,5,h,2545000.0,S,Jellis,27/05/2017,5.2,3056.0,5.0,3.0,4.0,957.0,320.0,1995.0,Moreland,-37.775009999999995,144.95117,Northern Metropolitan,11918.0
10160,Brunswick,32 Holloway Rd,3,h,1405000.0,SP,Nelson,27/05/2017,5.2,3056.0,3.0,2.0,2.0,401.0,167.0,1920.0,Moreland,-37.76491,144.95253,Northern Metropolitan,11918.0
10161,Brunswick,2/90 Tinning St,2,u,460000.0,VB,Nelson,27/05/2017,5.2,3056.0,2.0,1.0,1.0,69.0,52.0,1970.0,Moreland,-37.75867,144.95678999999996,Northern Metropolitan,11918.0
10162,Brunswick East,40 Albion St,4,h,1210000.0,S,Biggin,27/05/2017,4.0,3057.0,4.0,2.0,2.0,425.0,140.0,1920.0,Moreland,-37.76262,144.97733,Northern Metropolitan,5533.0
10163,Brunswick East,73 Barkly St,3,h,1265000.0,S,Nelson,27/05/2017,4.0,3057.0,3.0,1.0,0.0,161.0,,,Moreland,-37.77742,144.97388,Northern Metropolitan,5533.0
10164,Brunswick West,3 Bakers Pde,3,h,1300000.0,VB,Nelson,27/05/2017,5.2,3055.0,3.0,1.0,3.0,484.0,,,Moreland,-37.75416,144.94491000000005,Northern Metropolitan,7082.0
10165,Brunswick West,2/7 Gordon St,2,u,460000.0,S,Ray,27/05/2017,5.2,3055.0,2.0,1.0,1.0,54.0,60.0,1970.0,Moreland,-37.759479999999996,144.94758000000004,Northern Metropolitan,7082.0
10166,Brunswick West,8/47 Murray St,1,u,263100.0,S,Frank,27/05/2017,5.2,3055.0,1.0,1.0,1.0,41.0,,1975.0,Moreland,-37.75953,144.94093999999996,Northern Metropolitan,7082.0
10167,Brunswick West,209 Union St,5,h,1075000.0,S,Brad,27/05/2017,5.2,3055.0,5.0,1.0,1.0,441.0,202.0,1940.0,Moreland,-37.772420000000004,144.94458,Northern Metropolitan,7082.0
10170,Bundoora,15 Bent St,3,h,714000.0,S,Barry,27/05/2017,12.1,3083.0,3.0,1.0,2.0,412.0,,,Banyule,-37.6993,145.06193000000005,Northern Metropolitan,10175.0
10171,Bundoora,16 Cranberry Pl,4,h,880000.0,PI,Ray,27/05/2017,12.1,3083.0,4.0,2.0,2.0,520.0,261.0,2004.0,Whittlesea,-37.68155,145.04945,Northern Metropolitan,10175.0
10172,Bundoora,12 Jones Ct,3,h,1405000.0,S,Barry,27/05/2017,12.1,3083.0,3.0,2.0,2.0,639.0,634.0,,Whittlesea,-37.693529999999996,145.06008,Northern Metropolitan,10175.0
10173,Burnley,2a Cherrill St,3,h,1837500.0,S,Jellis,27/05/2017,2.4,3121.0,3.0,2.0,1.0,93.0,164.0,2014.0,Yarra,-37.829209999999996,145.00826,Northern Metropolitan,438.0
10187,Carlton,1003/123 Pelham St,2,u,1100000.0,VB,Jellis,27/05/2017,1.6,3053.0,2.0,2.0,2.0,0.0,,2008.0,Melbourne,-37.80279,144.96442,Northern Metropolitan,6786.0
10188,Carlton North,673 Canning St,3,h,1628000.0,S,Nelson,27/05/2017,3.5,3054.0,3.0,1.0,0.0,216.0,,,Yarra,-37.78026,144.97554,Northern Metropolitan,3106.0
10204,Clifton Hill,15 Caroline St,3,h,1460000.0,S,Nelson,27/05/2017,3.6,3068.0,3.0,1.0,0.0,192.0,85.0,1900.0,Yarra,-37.78992,144.99845,Northern Metropolitan,2954.0
10205,Clifton Hill,8/96 Spensley St,2,u,556000.0,S,Nelson,27/05/2017,3.6,3068.0,2.0,1.0,0.0,0.0,,1968.0,Yarra,-37.78745,145.00061000000005,Northern Metropolitan,2954.0
10206,Coburg,48 Barrow St,5,h,1615000.0,S,Nelson,27/05/2017,6.7,3058.0,5.0,2.0,3.0,630.0,,,Moreland,-37.7532,144.97114,Northern Metropolitan,11204.0
10207,Coburg,83 The Grove,3,h,1090000.0,S,Nelson,27/05/2017,6.7,3058.0,3.0,2.0,1.0,512.0,,,Moreland,-37.752359999999996,144.97587,Northern Metropolitan,11204.0
10208,Coburg North,10 Arthur St,3,h,865000.0,S,Ray,27/05/2017,6.7,3058.0,3.0,2.0,2.0,677.0,110.0,1960.0,Moreland,-37.72361,144.9837,Northern Metropolitan,3445.0
10209,Coburg North,2/4 Manly Ct,2,t,525000.0,VB,Raine,27/05/2017,6.7,3058.0,2.0,2.0,1.0,143.0,102.0,,Moreland,-37.72037,144.97023000000004,Northern Metropolitan,3445.0
10210,Collingwood,43 Campbell St,2,h,1135000.0,S,Kay,27/05/2017,2.0,3066.0,2.0,1.0,0.0,144.0,80.0,1880.0,Yarra,-37.80298,144.98893999999999,Northern Metropolitan,4553.0
10211,Collingwood,81 Easey St,2,h,900000.0,VB,Jellis,27/05/2017,2.0,3066.0,2.0,1.0,0.0,139.0,78.0,1890.0,Yarra,-37.798120000000004,144.98873,Northern Metropolitan,4553.0
10212,Craigieburn,2 Andover La,2,t,340000.0,S,Ray,27/05/2017,20.6,3064.0,2.0,1.0,1.0,197.0,,,Hume,-37.57886,144.90816999999996,Northern Metropolitan,15510.0
10213,Craigieburn,5 Healey St,3,h,499000.0,S,@Realty,27/05/2017,20.6,3064.0,3.0,2.0,0.0,598.0,158.0,1990.0,Hume,-37.5993,144.93867,Northern Metropolitan,15510.0
10214,Craigieburn,10 Huntingdale Ct,6,h,506000.0,S,Raine,27/05/2017,20.6,3064.0,6.0,2.0,2.0,655.0,202.0,1997.0,Hume,-37.59052,144.93066000000005,Northern Metropolitan,15510.0
10215,Craigieburn,77 Huntington Dr,3,h,430000.0,S,Ray,27/05/2017,20.6,3064.0,3.0,2.0,1.0,280.0,127.0,2010.0,Hume,-37.57056,144.91751000000005,Northern Metropolitan,15510.0
10216,Craigieburn,84 Royal Tce,3,t,420000.0,S,Ray,27/05/2017,20.6,3064.0,3.0,2.0,2.0,219.0,175.0,2010.0,Hume,-37.57243,144.92663000000005,Northern Metropolitan,15510.0
10217,Cremorne,311/163 Cremorne St,2,u,570000.0,S,Biggin,27/05/2017,2.4,3121.0,2.0,2.0,1.0,0.0,75.0,2007.0,Yarra,-37.83011,144.99043999999995,Northern Metropolitan,1123.0
10218,Cremorne,52 Wellington St,2,h,1253000.0,S,Biggin,27/05/2017,2.4,3121.0,2.0,1.0,2.0,155.0,,1900.0,Yarra,-37.82653,144.98945,Northern Metropolitan,1123.0
10252,Epping,12 Cabot Dr,3,h,500000.0,S,Harcourts,27/05/2017,19.6,3076.0,3.0,2.0,2.0,553.0,117.0,1975.0,Whittlesea,-37.64463,145.04155,Northern Metropolitan,10926.0
10253,Epping,7 Cavalier Ct,3,h,573000.0,S,Love,27/05/2017,19.6,3076.0,3.0,2.0,2.0,637.0,125.0,1990.0,Whittlesea,-37.64097,145.05757,Northern Metropolitan,10926.0
10254,Epping,2/12 Chettam St,3,u,380500.0,SP,Iconek,27/05/2017,19.6,3076.0,3.0,2.0,1.0,156.0,,2013.0,Whittlesea,-37.6349,145.04041999999995,Northern Metropolitan,10926.0
10255,Epping,18 Grimwade Ct,3,h,528000.0,S,Ray,27/05/2017,19.6,3076.0,3.0,2.0,1.0,525.0,125.0,,Whittlesea,-37.6507,145.04681000000005,Northern Metropolitan,10926.0
10256,Epping,53 Hayston Bvd,3,h,465000.0,S,Harcourts,27/05/2017,19.6,3076.0,3.0,2.0,1.0,606.0,111.04,2005.0,Whittlesea,-37.62858,145.03735,Northern Metropolitan,10926.0
10257,Epping,13 Orlit Ct,4,h,545000.0,PI,Barry,27/05/2017,19.6,3076.0,4.0,2.0,2.0,635.0,157.0,1985.0,Whittlesea,-37.64051,145.05743,Northern Metropolitan,10926.0
10258,Epping,14A Supply Dr,2,h,452500.0,S,Barry,27/05/2017,19.6,3076.0,2.0,1.0,1.0,279.0,,,Whittlesea,-37.65791,145.02643,Northern Metropolitan,10926.0
10266,Fawkner,139 Anderson Rd,3,h,710000.0,S,Stockdale,27/05/2017,13.1,3060.0,3.0,2.0,4.0,491.0,,,Moreland,-37.69544000000001,144.964,Northern Metropolitan,5070.0
10267,Fawkner,8 James St,4,h,800000.0,S,Hodges,27/05/2017,13.1,3060.0,4.0,2.0,4.0,625.0,140.0,1960.0,Moreland,-37.71112,144.97357,Northern Metropolitan,5070.0
10268,Fawkner,165 Jukes Rd,3,h,805000.0,S,hockingstuart,27/05/2017,13.1,3060.0,3.0,2.0,2.0,572.0,,,Moreland,-37.70145,144.96200000000005,Northern Metropolitan,5070.0
10269,Fawkner,46 Marlborough St,2,h,786000.0,S,Brad,27/05/2017,13.1,3060.0,2.0,1.0,4.0,687.0,94.0,1960.0,Moreland,-37.71833,144.96935,Northern Metropolitan,5070.0
10270,Fawkner,13A Queens Pde,3,t,577000.0,S,Brad,27/05/2017,13.1,3060.0,3.0,1.0,1.0,164.0,,2003.0,Moreland,-37.71976,144.97121,Northern Metropolitan,5070.0
10273,Fitzroy North,74 Best St,2,h,1321000.0,S,Woodards,27/05/2017,3.6,3068.0,2.0,1.0,1.0,167.0,,,Yarra,-37.78219,144.98371,Northern Metropolitan,6244.0
10274,Fitzroy North,710 Brunswick St,2,h,960000.0,S,Nelson,27/05/2017,3.6,3068.0,2.0,1.0,0.0,121.0,,,Yarra,-37.78534000000001,144.98125,Northern Metropolitan,6244.0
10275,Fitzroy North,10/51 Delbridge St,1,u,495000.0,S,Jellis,27/05/2017,3.6,3068.0,1.0,1.0,1.0,0.0,,,Yarra,-37.78737,144.98735,Northern Metropolitan,6244.0
10276,Flemington,8 John St,2,h,990000.0,S,Nelson,27/05/2017,3.4,3031.0,2.0,1.0,1.0,180.0,82.0,1900.0,Moonee Valley,-37.7839,144.92727,Northern Metropolitan,3593.0
10299,Glenroy,73 Augustine Tce,4,h,651000.0,PI,Eview,27/05/2017,11.2,3046.0,4.0,1.0,2.0,587.0,,,Moreland,-37.69897,144.90998000000005,Northern Metropolitan,8870.0
10300,Glenroy,1 Dromana St,3,h,865000.0,S,Brad,27/05/2017,11.2,3046.0,3.0,1.0,1.0,746.0,152.0,1960.0,Moreland,-37.71051,144.90925,Northern Metropolitan,8870.0
10301,Glenroy,7/56 Golf Links Rd,1,u,362500.0,SP,Brad,27/05/2017,11.2,3046.0,1.0,1.0,1.0,124.0,75.0,1980.0,Moreland,-37.70917,144.92291,Northern Metropolitan,8870.0
10302,Glenroy,8 Kalang Rd,3,h,922000.0,S,Eview,27/05/2017,11.2,3046.0,3.0,1.0,1.0,584.0,153.0,1960.0,Moreland,-37.710159999999995,144.9215,Northern Metropolitan,8870.0
